entity_type,entity_id,name,status,issues,fixes_applied
product,55fa075e-ff14-5061-b9fd-e74f0a644ae3,ASIAN GRANITO LIMITED ARLES MARMO DECOR,clean,,
product,566651b8-b126-59c5-8696-a23907b8f943,VARMORA ALLESIA NATURAL,clean,,
product,567ae67d-ab20-5d35-821d-7dbfc26de54f,BARCELONA 21615 HL1,clean,,
product,590fe28d-c048-55ac-a2c8-8f4dee320105,BARCELONA 21527 D,clean,,
product,595bce7a-b2eb-55c9-af90-946a4faa6f6e,ANTIEK EMBRADOR RICH,clean,,
product,59a513d8-de49-598d-8504-4a4eb1af0a9d,RANGE SLIDE EMERALD L,clean,,
product,5b199664-f081-585a-9898-565649bad400,RANGE SLIDE EMERALD D,clean,,
product,5bdab55f-ba6b-5d14-b86e-167b7deffcb8,TAG 24056,clean,,
product,5c1a72f9-982d-51ef-8859-48d86867b7ed,BARCELONA SCERA HL,clean,,
product,5eabdaf1-16f2-53b3-a1d0-93ca0d983ee6,BARCELONA 31111 L,clean,,
product,5f513487-2440-56b7-9486-8b0c47e3d067,BARCELONA SALTORO 617,clean,,
product,5f9f1ead-a871-52a5-954d-82d9707ca58f,JUBILY 31200 HL1,clean,,
product,6118893e-8db2-5b34-940f-b5bee4e1c477,BARCELONA 21507 HL1,clean,,
product,6121aaf4-6908-594f-a5bd-bbc092239691,COVERTEK SPIDER GREY,clean,,
product,614f6190-0251-5083-a999-61c1f79c14fe,REY CERA CREOS TEAL,clean,,
product,615dcba6-6553-5cde-b31d-da8b19cdca03,VARMORA BARCELONA GREY,clean,,
product,61f04b52-ed27-5690-bb6c-f108e22c47b5,COVERTEK CRESTALLO GRAPHITE,clean,,
product,62668dfb-6e4d-58d7-bbc3-9ae24d5bae7e,VARMORA PACIFIC ONYX BEIGE,clean,,
product,63a0aa75-13e7-56ad-b683-abe011901993,TAG 24064,clean,,
product,63a7decb-458f-50b1-b016-e93fc62ca341,ETHICS OLV-29040,clean,,
product,6771b0be-835b-5df9-b985-1a1a507c6dbf,TAG CT RECTA GLOW,clean,,
product,6794a96a-6467-51a3-9c2a-ba98c397ec1c,BARCELONA DHUPGARH 624,clean,,
product,68798100-6996-54d5-9f97-de0a3374876a,LIZZART ROCK BLACK,clean,,
