product_id,product_name,status,txn_count,opening_balance,baseline_opening_balance,reconciliation_gap,net_movement,current_quantity,projected_final,reasons
47c39ba8-dc45-502b-a130-f0c9239356a7,BARCELONA FORBES 613,clean,4,0,0,0,7,7,7,
488a40ae-00f5-53b8-a009-349d86ca87e8,LIZZART ROCK BROWN,clean,18,0,0,0,6,6,6,
490688de-6a41-578d-a935-c2b5ab934eb1,RANGE DUKE BIANCO,clean,19,0,0,0,59,59,59,
4973ef63-1451-5963-823e-acc8cc942073,BARCELONA 21251 HL2,clean,7,0,0,0,51,51,51,
497f2401-d846-5d14-8534-1aed2750fbab,BARCELONA SAGA WHITE,clean,18,0,0,0,32,32,32,
49a47190-dc5f-5289-ae91-b2221059a886,REY CERA AMAZONITE AQUA ENDLESS,clean,16,0,0,0,62,62,62,
4a8c17d0-ab2f-5e72-88ea-d7d2c317896b,VARMORA STATUARIO CLASSIC,clean,5,0,0,0,2,2,2,
4b6cc35b-9606-5000-aa2a-9068e8d8bc18,VARMORA ORO BEIGE,clean,6,0,0,0,85,85,85,
4bc378f2-1821-5b8a-9960-36ffcf0c53ed,TAG 24007,clean,26,0,0,0,0,0,0,
4c01d6f3-1400-58c7-b8f6-491a0a156293,LIZZART ROCK BLACK,clean,18,0,0,0,2,2,2,
4de098be-a29f-5f0b-b59d-edd1ef1f162c,BARCELONA BACKBONE 617,clean,12,0,0,0,133,133,133,
4e6c8868-e2da-58b6-95d8-71adafa95c92,ETHICS GVITRA 143,clean,5,0,0,0,0,0,0,
4eede8d4-49aa-515b-a74e-b487fa481074,ASIAN GRANITO LIMITED SOS 4002 DK,clean,5,0,0,0,39,39,39,
4efca04b-ffe0-5f06-a7a6-75070de6dd1e,BARCELONA 21129 L,clean,11,0,0,0,0,0,0,
4ff31050-f04d-59db-8978-c7e77908bbcd,RANGE CA MALTA L,clean,17,0,0,0,0,0,0,
50de8af3-ab61-52b7-8b67-6434a17e15b8,ASIAN GRANITO LIMITED ULTRA SLATE,clean,11,0,0,0,0,0,0,
5108b9b4-fb94-5485-82b3-fbc7eedde353,VARMORA AUGUSTUS GREY,clean,2,0,0,0,7,7,7,
52450ac3-3ccf-589e-8cf6-c9b983dd7d89,BARCELONA 21181 HL2,clean,7,0,0,0,10,10,10,
